text,category,intent,sentiment,priority,root_cause,escalation_risk,is_escalated
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.43,0
I was charged for shipping even though my order qualified for free shipping. Refund the difference please.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.53,0
I was promised a callback from a supervisor within 24 hours but no one called. Very unprofessional.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.66,0
My order ORD-275284 has not arrived yet. It was supposed to be delivered 5 days ago.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.75,0
My password was changed without my permission. I received an alert but I did not initiate this.,SECURITY,SECURITY_ISSUE,VERY_NEGATIVE,CRITICAL,ACCOUNT_COMPROMISED,0.93,1
The API is returning bad gateway errors repeatedly when we try to fetch our account reports.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.72,0
I would like to request a refund for order ORD-923914 since the service was not provided.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.58,0
The support agent I spoke to was extremely rude and unhelpful. I want to make a formal complaint.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.64,0
Duplicate charge on my credit card statement for order ORD-490532. I see two identical charges of $993.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.92,1
Please cancel my order ORD-879850 and issue a full refund to my original payment method.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.47,0
I have been waiting on live chat for 2 hours and no agent has connected. This support is useless.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.6,0
It has been 10 days since dispatch and the logistics tracking is stuck in transit. Please contact the carrier.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.56,0
The search bar on your store returns no results for any keywords. It seems the database is down.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.61,0
I am getting a white screen on the mobile app. I have reinstalled it twice but the problem persists.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.75,0
Where is my refund for the returned product? It has been over two weeks since you received the item.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.59,0
"My profile settings are not saving. Every time I update my email, it reverts back.",ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.46,0
The item Mechanical Keyboard arrived in a damaged condition. The power button does not work at all.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.69,0
"My profile settings are not saving. Every time I update my email, it reverts back.",ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.42,0
"My profile settings are not saving. Every time I update my email, it reverts back.",ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.44,0
I am locked out of my profile and the password reset link is not arriving in my mailbox.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.33,0
Duplicate charge on my credit card statement for order ORD-372028. I see two identical charges of $1038.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.95,1
The item Bluetooth Speaker arrived in a damaged condition. The power button does not work at all.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.83,1
I paid for express shipping but my package ORD-234159 is delayed. I want a refund on the delivery fee.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.59,0
Parts are missing from the package. I cannot assemble the Gaming Mouse without the screws and manual.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.82,1
The support agent I spoke to was extremely rude and unhelpful. I want to make a formal complaint.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.58,0
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.36,0
My order ORD-761685 has not arrived yet. It was supposed to be delivered 5 days ago.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.59,0
It has been 10 days since dispatch and the logistics tracking is stuck in transit. Please contact the carrier.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.64,0
Your company has the worst customer support. No one replies to emails and phone support is disconnected.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.54,0
Duplicate charge on my credit card statement for order ORD-827213. I see two identical charges of $529.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.87,1
My order ORD-404955 has not arrived yet. It was supposed to be delivered 5 days ago.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.62,0
The agent closed my ticket without resolving my issue. This is absolutely unacceptable.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.54,0
My transaction was declined at checkout but my bank statement shows the payment was successfully processed. Please help.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.86,1
My transaction was declined at checkout but my bank statement shows the payment was successfully processed. Please help.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.77,1
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.4,0
Where is my package? The courier says delivered but I haven't received anything at my address.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.67,0
I cannot access my dashboard. The website redirects me to login repeatedly in an infinite loop.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.48,0
The agent closed my ticket without resolving my issue. This is absolutely unacceptable.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.6,0
Where is my refund for the returned product? It has been over two weeks since you received the item.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.62,0
I cannot log in to my account. It keeps saying invalid credentials but I am using the correct password.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.43,0
I paid for express shipping but my package ORD-752011 is delayed. I want a refund on the delivery fee.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.63,0
The agent closed my ticket without resolving my issue. This is absolutely unacceptable.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.51,0
My order ORD-606121 has not arrived yet. It was supposed to be delivered 5 days ago.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.72,0
Where is my package? The courier says delivered but I haven't received anything at my address.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.55,0
Parts are missing from the package. I cannot assemble the Samsung Galaxy S24 without the screws and manual.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.79,1
My password was changed without my permission. I received an alert but I did not initiate this.,SECURITY,SECURITY_ISSUE,VERY_NEGATIVE,CRITICAL,ACCOUNT_COMPROMISED,0.86,1
The agent closed my ticket without resolving my issue. This is absolutely unacceptable.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.58,0
The screen of the Bluetooth Speaker I received is completely shattered and broken. I want a replacement.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.85,1
"My payment of $846 for order ORD-137572 failed, but the money was deducted from my account. Please refund immediately.",PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.88,1
The agent closed my ticket without resolving my issue. This is absolutely unacceptable.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.62,0
The search bar on your store returns no results for any keywords. It seems the database is down.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.79,1
I cannot access my dashboard. The website redirects me to login repeatedly in an infinite loop.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.45,0
I noticed unauthorized transactions on my bank card from your store. Someone hacked my account.,SECURITY,SECURITY_ISSUE,VERY_NEGATIVE,CRITICAL,ACCOUNT_COMPROMISED,0.89,1
The login screen is giving a 500 internal server error when I click submit. Please fix this bug.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.63,0
The support agent I spoke to was extremely rude and unhelpful. I want to make a formal complaint.,SERVICE,OTHER,VERY_NEGATIVE,MEDIUM,SUPPORT_DELAY,0.64,0
My delivery is severely late and I need this item for a birthday event tomorrow. Help!,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.7,0
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.4,0
The search bar on your store returns no results for any keywords. It seems the database is down.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.8,1
It has been 10 days since dispatch and the logistics tracking is stuck in transit. Please contact the carrier.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.69,0
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.34,0
I paid for express shipping but my package ORD-253541 is delayed. I want a refund on the delivery fee.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.71,0
You promised a refund within 3 days but I still haven't received it. This is terrible service.,REFUND,REFUND_REQUEST,NEGATIVE,MEDIUM,REFUND_DELAY,0.53,0
Your checkout page is unresponsive. The loading spinner just spins forever without finishing.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.74,0
Your checkout page is unresponsive. The loading spinner just spins forever without finishing.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.64,0
My delivery is severely late and I need this item for a birthday event tomorrow. Help!,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.58,0
My account user_711 is locked due to too many login attempts. Please unlock it.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.45,0
I need to disable my account temporarily because I lost my phone containing the authenticator app.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.46,0
Where is my package? The courier says delivered but I haven't received anything at my address.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.62,0
I am locked out of my profile and the password reset link is not arriving in my mailbox.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.42,0
The screen of the Samsung Galaxy S24 I received is completely shattered and broken. I want a replacement.,PRODUCT,DAMAGED_PRODUCT,VERY_NEGATIVE,HIGH,DAMAGED_IN_TRANSIT,0.65,0
Your checkout page is unresponsive. The loading spinner just spins forever without finishing.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.79,1
It has been 10 days since dispatch and the logistics tracking is stuck in transit. Please contact the carrier.,DELIVERY,ORDER_DELAY,NEGATIVE,MEDIUM,LOGISTICS_DELAY,0.59,0
Security breach alert: my account is compromised and someone is trying to transfer my credits.,SECURITY,SECURITY_ISSUE,VERY_NEGATIVE,CRITICAL,ACCOUNT_COMPROMISED,0.89,1
I cannot access my dashboard. The website redirects me to login repeatedly in an infinite loop.,ACCOUNT,ACCOUNT_LOCKED,NEUTRAL,MEDIUM,CREDENTIALS_ISSUE,0.38,0
The login screen is giving a 500 internal server error when I click submit. Please fix this bug.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.77,1
Your checkout page is unresponsive. The loading spinner just spins forever without finishing.,TECHNICAL,TECHNICAL_FAILURE,NEGATIVE,HIGH,TECHNICAL_FAILURE,0.68,0
I have been charged for a subscription renewal that I cancelled last week. I want my money back.,PAYMENT,PAYMENT_FAILED,VERY_NEGATIVE,HIGH,PAYMENT_GATEWAY_FAILURE,0.89,1
